empid,FirstName,LastName,gender,Job Title Description,Hire Date,Rehire Date,Termination Date,Termination Reason Description,City,State,Zip,Business Unit Code,Pay Frequency,BirthDate,RegularPayRate,Scheduled Hours,Pay Grade Description,FLSA Code,Protected Veteran Status,Voluntary Involuntary Termination Flag,Home Department Code,Standard Hours,Years of Service,Position Status,Location Code,isTerm_F,is90_Day_Rookie_F,isOneYear_Rookie_F
3863,,,Female,CNA WTCC3,1/18/16,NULL,NULL,,Rochester,NY,14626,1618,Weekly,1/1/95,,37.5,22,N,I am not a protected veteran,,161357,,"2 year, 0 month",Active,16130,0,0,0
3866,,,Female,CNA SACC,8/21/17,NULL,4/23/18,Abandoned Job,Rochester,NY,14621,2600,Weekly,1/1/91,,37.5,22,N,I am not a protected veteran,,260405,,"0 year, 5 months",Active,20000,1,0,1
3868,,,Female,CNA WTCC2,6/20/16,11/6/17,1/18/18,Resignation,Rochester,NY,14621,1615,Weekly,1/1/76,,37.5,22,N,I am not a protected veteran,Voluntary,161257,,"0 year, 2 months",Terminated,16120,1,0,0
3876,,,Male,Pharmacy Technician,7/23/07,NULL,NULL,,Penfield,NY,14526,1760,Weekly,1/1/55,,40,23,N,,,172705,,"10 year, 6 months",Active,11000,0,0,0
3880,,,Female,TCC Dining Ambassador,11/27/17,NULL,NULL,,Rochester,NY,14624,1800,Weekly,1/1/98,,8,21,N,I am not a protected veteran,,182176,,"0 year, 2 months",Active,11000,0,0,0
3881,,,Female,CNA 6th Flr,7/25/16,NULL,NULL,,Rochester,NY,14619,1626,Weekly,1/1/91,,1,22,N,I am not a protected veteran,,162652,,"1 year, 6 months",Active,11000,0,0,0
3884,,,Female,Nursing Supervisor,12/8/14,NULL,NULL,,Rochester,NY,14615,1601,Weekly,1/1/76,,40,32,N,,,160103,,"3 year, 2 months",Active,11000,0,0,0
3892,,,Female,Reimbursement Nurse Specialist,10/9/17,NULL,NULL,,Rochester,NY,14612,1600,Biweekly,1/1/71,,40,32,E,I am not a protected veteran,,160092,80,"0 year, 4 months",Active,11000,0,0,0
3897,,,Female,CNA 9th Flr,7/8/13,NULL,12/29/17,Absentee-Tardiness,Rochester,NY,14611,1629,Weekly,1/1/79,,16,22,N,,Involuntary,161652,,"4 year, 5 months",Terminated,11000,1,0,0
3899,,,Female,CNA SACC,5/16/16,NULL,NULL,,Rochester,NY,14611,2600,Weekly,1/1/87,,20,22,N,I am not a protected veteran,,260405,,"1 year, 9 months",Active,20000,0,0,0
3900,,,Female,LPN 2nd Flr,12/11/17,NULL,4/5/18,Another Job,Rochester,NY,14609,1622,Weekly,1/1/85,,16,26,N,I am not a protected veteran,,162942,,"0 year, 2 months",Active,11000,1,0,1
3905,,,Female,C/R Activities Coordinator,4/1/91,NULL,NULL,,Penfield,NY,14526,6880,Weekly,1/1/68,,14.5,24,N,,,672602,,"26 year, 10 months",Active,60000,0,0,0
3906,,,Female,LPN 6th Flr,4/23/01,NULL,NULL,,Rochester,NY,14616,1626,Weekly,1/1/69,,40,26,N,,,162642,,"16 year, 9 months",Active,11000,0,0,0
3909,,,Female,PT Assistant,6/23/14,NULL,NULL,,Webster,NY,14580,1733,Weekly,1/1/68,,40,27,N,I am not a protected veteran,,173302,,"3 year, 7 months",Active,11000,0,0,0
3918,,,Female,Cook Assistant,8/22/16,NULL,NULL,,Rochester,NY,14606,1815,Weekly,1/1/97,,37.5,21,N,I am not a protected veteran,,182171,,"1 year, 5 months",Active,11000,0,0,0
3923,,,Female,LPN 7th Flr,6/6/16,6/6/16,NULL,,Rochester,NY,14619,1627,Weekly,1/1/75,,20,26,N,,,162742,,"1 year, 8 months",Active,11000,0,0,0
3924,,,Female,CNA 9th Flr,3/8/10,NULL,NULL,,Rochester,NY,14609,1629,Weekly,1/1/72,,1,22,N,,,161652,,"7 year, 11 months",Active,11000,0,0,0
3929,,,Female,Life Enrichment Coach,10/6/08,NULL,NULL,,Rochester,NY,14621,2750,Weekly,1/1/74,,24,23,N,,,272605,,"9 year, 4 months",Active,20000,0,0,0
3931,,,Female,CNA 2nd Flr,8/7/17,NULL,NULL,,Rochester,NY,14621,1622,Weekly,1/1/77,,16,22,N,I am not a protected veteran,,162952,,"0 year, 6 months",Active,11000,0,0,0
3932,,,Female,Annual Giving Associate,1/8/18,NULL,NULL,,Honeoye Falls,NY,14472,1832,Biweekly,1/1/82,,40,28,E,I am not a protected veteran,,383556,80,"0 year, 1 month",Active,30000,0,0,0
3937,,,Female,CNA SACC,6/1/15,NULL,NULL,,Rochester,NY,14617,2600,Weekly,1/1/79,,20,22,N,I am not a protected veteran,,260405,,"2 year, 8 months",Active,20000,0,0,0
3940,,,Female,CNA 8th Flr,10/12/09,NULL,NULL,,Rochester,NY,14619,1628,Weekly,1/1/84,,20,22,N,,,162852,,"8 year, 4 months",Active,11000,0,0,0
3945,,,Female,CNA WTCC2,4/18/16,NULL,NULL,,Rochester,NY,14609,1615,Weekly,1/1/85,,37.5,22,N,I am not a protected veteran,,161257,,"1 year, 9 months",Active,16120,0,0,0
3947,,,Female,Env Svc Assistant,7/6/10,NULL,NULL,,Rochester,NY,14615,1824,Weekly,1/1/90,,1,20,N,,,182407,,"7 year, 7 months",Active,11000,0,0,0
3948,,,Female,LPN 2nd Flr,9/28/15,NULL,NULL,,Rochester,NY,14619,1622,Weekly,1/1/87,,20,26,N,I am not a protected veteran,,162942,,"2 year, 4 months",Active,11000,0,0,0
3952,,,Female,CNA 8th Flr,5/2/16,5/2/16,NULL,,Rochester,NY,14609,1628,Weekly,1/1/73,,37.5,22,N,I am not a protected veteran,,162852,,"1 year, 9 months",Active,11000,0,0,0
3958,,,Female,CNA 7th Flr,4/6/15,NULL,NULL,,Rochester,NY,14609,1627,Weekly,1/1/86,,1,22,N,I am not a protected veteran,,162752,,"2 year, 10 months",Active,11000,0,0,0
3962,,,Female,CNA SCU,3/1/10,NULL,NULL,,Rochester,NY,14613,1616,Weekly,1/1/89,,7.5,22,N,,,160156,,"7 year, 11 months",Active,16010,0,0,0
3967,,,Female,CNA 6th Flr,9/25/17,NULL,NULL,,Rochester,NY,14621,1626,Weekly,1/1/93,,20,22,N,I am not a protected veteran,,162652,,"0 year, 4 months",Active,11000,0,0,0
3970,,,Female,CNA 2nd Flr,4/3/17,NULL,1/15/18,Walked Off Job,Rochester,NY,14621,1622,Weekly,1/1/79,,37.5,22,N,I am not a protected veteran,Voluntary,162952,,"0 year, 9 months",Terminated,11000,1,0,1
3974,,,Female,CNA WTCC1,11/29/10,NULL,NULL,,Rochester,NY,14609,1614,Weekly,1/1/81,,20,22,N,,,161157,,"7 year, 2 months",Active,16110,0,0,0
3982,,,Female,C/R Facilities-Food Service Se,8/6/12,NULL,NULL,,Rochester,NY,14624,6831,Weekly,1/1/68,,37.5,23,N,,,682206,,"5 year, 6 months",Active,60000,0,0,0
3984,,,Female,Sr. Resident Account Rep.,7/24/17,NULL,3/30/18,Relocation,Rochester,NY,14612,1862,Weekly,1/1/65,,40,26,N,"I am a protected veteran, but I choose not to self-identify the classification to which I belong",,183106,,"0 year, 6 months",Active,11000,1,0,1
3985,,,Female,CNA 3rd Flr,1/8/18,NULL,NULL,,Rochester,NY,14613,1623,Weekly,1/1/70,,37.5,22,N,I am not a protected veteran,,162352,,"0 year, 1 month",Active,11000,0,0,0
3989,,,Female,Resident Care Aide - The Glen,7/22/13,NULL,NULL,,Rochester,NY,14613,6865,Weekly,1/1/88,,15,21,N,,,660225,,"4 year, 6 months",Active,60000,0,0,0
3990,,,Male,PM Dining Service Assistant,1/22/18,NULL,4/20/18,Fight on Co Prop,Rochester,NY,14610,1814,Weekly,1/1/94,,14,20,N,I am not a protected veteran,,181173,,"0 year, 0 month",Active,11000,1,1,1
3994,,,Female,HR Recruiting Assistant,7/23/12,NULL,NULL,,Churchville,NY,14428,1852,Weekly,1/1/60,,40,24,N,,,183912,,"5 year, 6 months",Active,11000,0,0,0
4002,,,Female,CNA SACC,7/25/16,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/82,,16,22,N,I am not a protected veteran,,260405,,"1 year, 6 months",Active,20000,0,0,0
4004,,,Female,CNA WTCC3,9/12/05,NULL,NULL,,Rochester,NY,14609,1618,Weekly,1/1/71,,40,22,N,,,161357,,"12 year, 5 months",Active,16130,0,0,0
4006,,,Female,LPN WTCC1,2/6/17,2/6/17,3/15/18,Abandoned Job,Rochester,NY,14611,1614,Weekly,1/1/65,,40,26,N,I am not a protected veteran,,161147,,"1 year, 0 month",Active,16110,1,0,0
4010,,,Female,Env Svc Assistant,11/26/07,NULL,NULL,,Rochester,NY,14621,1824,Weekly,1/1/60,,37.5,20,N,,,182407,,"10 year, 2 months",Active,11000,0,0,0
4012,,,Female,CNA 2nd Flr,5/8/06,NULL,NULL,,Rochester,NY,14613,1622,Weekly,1/1/62,,37.5,22,N,,,162952,,"11 year, 9 months",Active,11000,0,0,0
4015,,,Female,Sr. LPN 5th Flr,6/16/10,NULL,NULL,,Rochester,NY,14613,1625,Weekly,1/1/74,,40,28,N,,,162542,,"7 year, 8 months",Active,11000,0,0,0
4017,,,Female,Resident Care Aide - The Glen,4/8/13,NULL,NULL,,East Rochester,NY,14445,6865,Weekly,1/1/62,,35.5,21,N,,,660225,,"4 year, 10 months",Active,60000,0,0,0
4026,,,Male,C/R Security Officer,6/9/14,NULL,NULL,,Rochester,NY,14625,6836,Weekly,1/1/68,,40,21,N,,,682607,,"3 year, 8 months",Active,60000,0,0,0
4028,,,Male,Marketing Manager,3/14/16,NULL,NULL,,Rochester,NY,14617,1835,Biweekly,1/1/63,,40,31,E,I am not a protected veteran,,183551,80,"1 year, 11 months",Active,11000,0,0,0
4033,,,Male,AM Cook,11/28/04,NULL,NULL,,Rochester,NY,14609,1815,Weekly,1/1/84,,40,23,N,,,182171,,"13 year, 2 months",Active,11000,0,0,0
4038,,,Female,LPN 6th Flr,10/25/99,NULL,NULL,,Rochester,NY,14615,1626,Weekly,1/1/77,,40,26,N,,,162642,,"18 year, 3 months",Active,11000,0,0,0
4042,,,Female,Sr. LPN 4th Flr,5/9/11,NULL,NULL,,Fairport,NY,14450,1624,Weekly,1/1/86,,40,28,N,,,162432,,"6 year, 9 months",Active,11000,0,0,0
4048,,,Female,Resident Care Aide - The Glen,1/21/13,NULL,NULL,,Rochester,NY,14620,6865,Weekly,1/1/78,,30,21,N,,,660225,,"5 year, 0 month",Active,60000,0,0,0
4057,,,Female,Laundry Worker,9/25/17,NULL,NULL,,Rochester,NY,14621,1825,Weekly,1/1/86,,8,20,N,I am not a protected veteran,,182507,,"0 year, 4 months",Active,11000,0,0,0
4062,,,Female,LPN WTCC2,5/19/08,1/10/11,NULL,,Rochester,NY,14619,1615,Weekly,1/1/79,,20,26,N,,,161247,,"7 year, 1 month",Active,16120,0,0,0
4064,,,Female,CNA 6th Flr,3/6/17,NULL,NULL,,Rochester,NY,14608,1626,Weekly,1/1/77,,20,22,N,I am not a protected veteran,,162652,,"0 year, 11 months",Active,11000,0,0,0
4067,,,Male,Per Diem PTA,9/12/16,NULL,NULL,,Rochester,NY,14607,1733,Weekly,1/1/75,,1,73- Per Diem: COTA/PTA,N,I am not a protected veteran,,173305,,"1 year, 5 months",Active,11000,0,0,0
4069,,,Male,C/O Mechanic,11/19/07,NULL,NULL,,Webster,NY,14580,4822,Weekly,1/1/52,,40,25,N,,,482207,,"10 year, 2 months",Active,40000,0,0,0
4072,,,Male,Dining Service Assistant,6/26/17,NULL,NULL,,Webster,NY,14580,1813,Weekly,1/1/81,,37.5,20,N,,,182172,,"0 year, 7 months",Active,11000,0,0,0
4073,,,Male,TCC Dining Ambassador,11/27/17,NULL,NULL,,Rochester,NY,14609,1800,Weekly,1/1/89,,20,21,N,I am not a protected veteran,,182176,,"0 year, 2 months",Active,11000,0,0,0
4074,,,Male,Stationary Engineer,11/27/17,NULL,NULL,,Rochester,NY,14624,18221,Weekly,1/1/81,,1,29,N,I am not a protected veteran,,182217,,"0 year, 2 months",Active,11000,0,0,0
4078,,,Female,Home & Heart Program Asst.,7/23/12,NULL,1/31/18,Illness no return,Webster,NY,14580,3650,Weekly,1/1/70,,40,22,N,,Voluntary,160825,,"5 year, 6 months",Terminated,16082,1,0,0
4079,,,Female,CNA 7th Flr,4/7/14,NULL,NULL,,Webster,NY,14580,1627,Weekly,1/1/88,,20,22,N,,,162752,,"3 year, 10 months",Active,11000,0,0,0
4080,,,Female,LPN 9th Flr,2/6/17,NULL,NULL,,Rochester,NY,14607,1629,Weekly,1/1/72,,12,26,N,I am not a protected veteran,,161642,,"1 year, 0 month",Active,11000,0,0,0
4081,,,Female,Occupational Therapist,6/26/17,NULL,NULL,,Warsaw,NY,14569,1734,Biweekly,1/1/69,,40,32,E,I am not a protected veteran,,173402,80,"0 year, 7 months",Active,11000,0,0,0
4084,,,Female,CNA 2nd Flr,10/22/07,10/7/13,NULL,,Rochester,NY,14613,1622,Weekly,1/1/85,,37.5,22,N,,,162952,,"4 year, 4 months",Active,11000,0,0,0
4088,,,Female,CNA 4th Flr,9/27/10,NULL,NULL,,Rochester,NY,14621,1624,Weekly,1/1/82,,20,22,N,,,162452,,"7 year, 4 months",Active,11000,0,0,0
4089,,,Male,Puchasing Manager,6/6/16,NULL,NULL,,Rochester,NY,14616,1836,Biweekly,1/1/79,,40,31,E,I am not a protected veteran,,183966,80,"1 year, 8 months",Active,11000,0,0,0
4090,,,Male,C/O Food Service Manager,2/13/17,NULL,NULL,,Leicester,NY,14481,4830,Biweekly,1/1/66,,40,29,E,I am not a protected veteran,,482111,80,"1 year, 0 month",Active,40000,0,0,0
4094,,,Female,CNA SACC,1/22/18,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/90,,28,22,N,I am not a protected veteran,,260405,,"0 year, 0 month",Active,20000,0,0,0
4097,,,Female,CNA 6th Flr,8/21/17,NULL,NULL,,Rochester,NY,14611,1626,Weekly,1/1/84,,37.5,22,N,I am not a protected veteran,,162652,,"0 year, 5 months",Active,11000,0,0,0
4101,,,Female,LPN 2nd Flr,2/2/15,NULL,NULL,,Rochester,NY,14619,1622,Weekly,1/1/81,,40,26,N,,,162942,,"3 year, 0 month",Active,11000,0,0,0
4104,,,Female,CNA 2nd Flr,2/16/15,NULL,NULL,,Rochester,NY,14609,1622,Weekly,1/1/79,,37.5,22,N,I am not a protected veteran,,162952,,"3 year, 0 month",Active,11000,0,0,0
4106,,,Female,CNA WTCC2,1/19/15,NULL,NULL,,Rochester,NY,14621,1615,Weekly,1/1/85,,24,22,N,,,161257,,"3 year, 0 month",Active,16120,0,0,0
4107,,,Female,CNA 4th Flr,1/8/18,NULL,3/7/18,Absentee-Tardiness,Rochester,NY,14611,1624,Weekly,1/1/86,,16,22,N,I am not a protected veteran,,162452,,"0 year, 1 month",Active,11000,1,1,1
4111,,,Female,CNA WTCC2,9/10/01,NULL,NULL,,Rochester,NY,14621,1615,Weekly,1/1/69,,40,22,N,,,161257,,"16 year, 5 months",Active,16120,0,0,0
4115,,,Female,Resource Development Manager,5/16/16,NULL,1/26/18,Another Job,Rochester,NY,14622,1832,Biweekly,1/1/63,,40,32,E,I am not a protected veteran,Voluntary,383556,80,"1 year, 8 months",Terminated,30000,1,0,0
4116,,,Female,LPN 5th Flr,3/6/17,NULL,1/9/18,Abandoned Job,Rochester,NY,14615,1625,Weekly,1/1/73,,40,26,N,I am not a protected veteran,Voluntary,162542,,"0 year, 10 months",Terminated,11000,1,0,1
4120,,,Female,CNA WTCC1,10/23/17,NULL,2/14/18,Failed pre-emp test,Rochester,NY,14621,1614,Weekly,1/1/68,,37.5,22,N,I am not a protected veteran,,161157,,"0 year, 3 months",Active,16110,1,0,1
4127,,,Female,CNA 4th Flr,3/6/17,NULL,NULL,,Rochester,NY,14621,1624,Weekly,1/1/96,,37.5,22,N,I am not a protected veteran,,162452,,"0 year, 11 months",Active,11000,0,0,0
4129,,,Female,Director of Life Enrichment,12/12/11,NULL,NULL,,Brockport,NY,14420,1750,Biweekly,1/1/82,,40,"96- Director, 9% Target Bonus",E,,,172601,80,"6 year, 2 months",Active,11000,0,0,0
4131,,,Female,Medical Office Specialist,6/1/15,NULL,NULL,,Rochester,NY,14617,1740,Weekly,1/1/87,,40,22,N,I am not a protected veteran,,174105,,"2 year, 8 months",Active,11000,0,0,0
4134,,,Female,Occupational Therapist,1/9/06,NULL,NULL,,Rochester,NY,14623,1734,Biweekly,1/1/69,,40,32,E,,,173402,80,"12 year, 1 month",Active,11000,0,0,0
4137,,,Female,Resident Care Aide - The Glen,3/9/15,NULL,3/30/18,Death,Webster,NY,14580,6865,Weekly,1/1/89,,39.5,21,N,I am not a protected veteran,,660225,,"2 year, 11 months",Active,60000,1,0,0
4141,,,Female,RN WTCC3,8/28/17,NULL,NULL,,Rochester,NY,14620,1618,Weekly,1/1/84,,16,30,N,I am not a protected veteran,,161337,,"0 year, 5 months",Active,16130,0,0,0
4143,,,Female,CNA 4th Flr,12/11/17,NULL,NULL,,Rochester,NY,14606,1624,Weekly,1/1/90,,16,22,N,I am not a protected veteran,,162452,,"0 year, 2 months",Active,11000,0,0,0
4144,,,Female,CNA 3rd Flr,8/6/12,NULL,NULL,,Rochester,NY,14619,1623,Weekly,1/1/80,,1,22,N,,,162352,,"5 year, 6 months",Active,11000,0,0,0
4146,,,Female,CNA 6th Flr,4/7/08,NULL,NULL,,Rochester,NY,14615,1626,Weekly,1/1/83,,37.5,22,N,,,162652,,"9 year, 10 months",Active,11000,0,0,0
4152,,,Female,C/O Kitchen Utility Assistant,3/1/17,NULL,NULL,,Rochester,NY,14621,4830,Weekly,1/1/93,,24,20,N,I am not a protected veteran,,482172,,"0 year, 11 months",Active,40000,0,0,0
4161,,,Female,SA Receptionist,1/8/18,NULL,NULL,,Rochester,NY,14615,1864,Weekly,1/1/91,,8,21,N,I am not a protected veteran,,183816,,"0 year, 1 month",Active,11000,0,0,0
4165,,,Male,Dining Service Assistant,6/20/16,NULL,NULL,,Rochester,NY,14621,1813,Weekly,1/1/96,,37.5,20,N,I am not a protected veteran,,182172,,"1 year, 7 months",Active,11000,0,0,0
4174,,,Female,C/R Assistant Svc,2/20/12,NULL,NULL,,Rochester,NY,14609,6834,Weekly,1/1/65,,37.5,20,N,,,682407,,"5 year, 11 months",Active,60000,0,0,0
4181,,,Female,CNA 2nd Flr,5/12/97,NULL,NULL,,Geneva,NY,14456,1622,Weekly,1/1/56,,40,22,N,,,162952,,"20 year, 9 months",Active,11000,0,0,0
4182,,,Female,Education Aide,6/9/08,NULL,NULL,,Rochester,NY,14615,1811,Weekly,1/1/87,,40,24,N,,,181115,,"9 year, 8 months",Active,11000,0,0,0
4183,,,Female,Nursing Supervisor,7/28/08,NULL,NULL,,Rochester,NY,14619,1601,Weekly,1/1/86,,40,32,N,,,160103,,"9 year, 6 months",Active,11000,0,0,0
4190,,,Female,CNA 2nd Flr,9/28/15,NULL,NULL,,Rochester,NY,14609,1622,Weekly,1/1/89,,8,22,N,I am not a protected veteran,,162952,,"2 year, 4 months",Active,11000,0,0,0
4191,,,Female,Staffing Coordinator,7/24/17,NULL,NULL,,Rochester,NY,14616,1601,Weekly,1/1/86,,16,24,N,I am not a protected veteran,,160106,,"0 year, 6 months",Active,11000,0,0,0
4196,,,Male,Dining Service Assistant,8/10/92,11/30/15,NULL,,Rochester,NY,14609,1813,Weekly,1/1/53,,1,20,N,,,182172,,"2 year, 2 months",Active,11000,0,0,0
4199,,,Female,CNA SCU,6/1/09,NULL,NULL,,Rochester,NY,14624,1616,Weekly,1/1/52,,37.5,22,N,,,160156,,"8 year, 8 months",Active,16010,0,0,0
4200,,,Female,LPN 2nd Flr,11/9/15,NULL,NULL,,Henrietta,NY,14467,1622,Weekly,1/1/86,,40,26,N,I am not a protected veteran,,162942,,"2 year, 3 months",Active,11000,0,0,0
4206,,,Female,TCC Dining Ambassador,3/6/17,3/6/17,NULL,,Rochester,NY,14621,1800,Weekly,1/1/53,,16,21,N,,,182176,,"0 year, 11 months",Active,11000,0,0,0
4209,,,Female,CNA 6th Flr,4/7/14,NULL,NULL,,Rochester,NY,14621,1626,Weekly,1/1/54,,37.5,22,N,,,162652,,"3 year, 10 months",Active,11000,0,0,0
4211,,,Female,Staffing Coordinator,7/24/17,NULL,3/9/18,Poor judgement,Rochester,NY,14620,1601,Weekly,1/1/78,,40,24,N,I am not a protected veteran,,160106,,"0 year, 6 months",Active,11000,1,0,1
4212,,,Female,Resident Account Representative Supervisor,5/21/12,NULL,NULL,,Rochester,NY,14624,1862,Weekly,1/1/90,,40,27,N,,,183106,,"5 year, 8 months",Active,11000,0,0,0
4217,,,Female,Resident Care Aide - Rainier Grove,9/22/08,NULL,NULL,,Rochester,NY,14622,6870,Weekly,1/1/67,,37.5,21,N,,,660195,,"9 year, 4 months",Active,60000,0,0,0
4219,,,Female,Sr. Executive Assistant & Mana,4/20/15,NULL,NULL,,Rochester,NY,14622,1830,Biweekly,1/1/83,,40,28,E,I am not a protected veteran,,183506,80,"2 year, 9 months",Active,11000,0,0,0
4224,,,Male,Environmental Services Assistant Supervisor,6/18/12,NULL,NULL,,Rochester,NY,14605,2824,Weekly,1/1/67,,40,23,N,,,282407,,"5 year, 7 months",Active,20000,0,0,0
4225,,,Male,C/R Mechanic,6/1/15,NULL,NULL,,Webster,NY,14580,6831,Weekly,1/1/64,,37.5,25,N,,,682207,,"2 year, 8 months",Active,60000,0,0,0
4227,,,Female,Reimbursement Case Manager,6/9/14,NULL,NULL,,Rochester,NY,14622,1600,Biweekly,1/1/59,,40,31,E,,,160092,80,"3 year, 8 months",Active,11000,0,0,0
4235,,,Female,C/O Env. Service Assistant,3/23/16,NULL,NULL,,Rochester,NY,14609,4824,Weekly,1/1/67,,37.5,21,N,,,482407,,"1 year, 10 months",Active,40000,0,0,0
4236,,,Female,Nursing Supervisor,1/8/18,NULL,NULL,,Rochester,NY,14619,1601,Weekly,1/1/66,,1,32,N,I am not a protected veteran,,160103,,"0 year, 1 month",Active,11000,0,0,0
4239,,,Female,TCC Dining Ambassador,5/8/17,NULL,NULL,,Rochester,NY,14621,1800,Weekly,1/1/93,,37.5,21,N,I am not a protected veteran,,182176,,"0 year, 9 months",Active,11000,0,0,0
4241,,,Female,LPN 5th Flr,3/13/17,NULL,NULL,,Rochester,NY,14619,1625,Weekly,1/1/84,,1,26,N,I am not a protected veteran,,162542,,"0 year, 11 months",Active,11000,0,0,0
4244,,,Female,CNA WTCC3,3/8/99,NULL,NULL,,Rochester,NY,14606,1618,Weekly,1/1/73,,40,22,N,,,161357,,"18 year, 11 months",Active,16130,0,0,0
4245,,,Female,C/R ALU LPN Supervisor,1/16/06,NULL,NULL,,Webster,NY,14580,6865,Weekly,1/1/81,,1,28,N,,,660224,,"12 year, 1 month",Active,60000,0,0,0
4246,,,Female,CNA WTCC1,5/7/12,NULL,NULL,,Rochester,NY,14609,1614,Weekly,1/1/63,,37.5,22,N,,,161157,,"5 year, 9 months",Active,16110,0,0,0
4252,,,Male,PM Dining Service Assistant,7/10/17,NULL,NULL,,Rochester,NY,14621,1814,Weekly,1/1/90,,14,20,N,I am not a protected veteran,,181173,,"0 year, 7 months",Active,11000,0,0,0
4254,,,Male,C/O Waitstaff,11/6/17,NULL,NULL,,Rochester,NY,14621,4833,Weekly,1/1/93,,20,20,N,I am not a protected veteran,,482127,,"0 year, 3 months",Active,40000,0,0,0
4255,,,Female,Cert. Occupational Ther. Asst,5/22/06,NULL,NULL,,Rochester,NY,14617,1734,Weekly,1/1/72,,40,27,N,,,173402,,"11 year, 8 months",Active,11000,0,0,0
4258,,,Female,Lead Clerk Cafe Rizzo,11/15/14,NULL,NULL,,Rochester,NY,14622,1838,Weekly,1/1/52,,30,22,N,I am not a protected veteran,,183986,,"3 year, 3 months",Active,11000,0,0,0
4260,,,Female,Nurse Manager 9th Flr,8/7/17,8/7/17,NULL,,Rochester,NY,14619,1629,Biweekly,1/1/64,,40,32,E,I am not a protected veteran,,161612,80,"0 year, 6 months",Active,11000,0,0,0
4267,,,Female,CNA 5th Flr,6/6/11,NULL,NULL,,Rochester,NY,14609,1625,Weekly,1/1/66,,37.5,22,N,,,162552,,"6 year, 8 months",Active,11000,0,0,0
4271,,,Male,Director Facilities,6/13/05,NULL,NULL,,Ontario,NY,14519,1826,Biweekly,1/1/58,,40,"96- Director, 9% Target Bonus",E,,,182601,80,"12 year, 8 months",Active,11000,0,0,0
4274,,,Male,Env Svc Team Leader,10/1/12,NULL,NULL,,Rochester,NY,14617,1824,Weekly,1/1/67,,37.5,21,N,I identify myself as one or more of the classifications of protected veteran,,182407,,"5 year, 4 months",Active,11000,0,0,0
4277,,,Male,RN WTCC2,2/6/17,NULL,NULL,,Rochester,NY,14609,1615,Weekly,1/1/70,,40,30,N,I am not a protected veteran,,161237,,"1 year, 0 month",Active,16120,0,0,0
4279,,,Male,Assistant Administrator,6/26/17,NULL,NULL,,Bergen,NY,14416,1720,Biweekly,1/1/67,,40,"96- Director, 9% Target Bonus",E,I am not a protected veteran,,183951,80,"0 year, 7 months",Active,11000,0,0,0
4280,,,Male,Project Coordinator,12/11/17,NULL,NULL,,Penn Yan,NY,14527,1834,Biweekly,1/1/59,,40,32,E,I am not a protected veteran,,183542,80,"0 year, 2 months",Active,11000,0,0,0
4290,,,Male,CNA 9th Flr,2/5/18,NULL,NULL,,Rochester,NY,14623,1629,Weekly,1/1/92,,20,22,N,I am not a protected veteran,,161652,,"0 year, 0 month",Active,11000,0,0,0
4296,,,Male,PM Dining Service Assistant,12/20/17,NULL,NULL,,Rochester,NY,14621,1814,Weekly,1/1/59,,14,20,N,I am not a protected veteran,,181173,,"0 year, 1 month",Active,11000,0,0,0
4305,,,Female,CNA 6th Flr,9/10/07,NULL,NULL,,Rochester,NY,14613,1626,Weekly,1/1/80,,40,22,N,,,162652,,"10 year, 5 months",Active,11000,0,0,0
4308,,,Female,LPN 3rd Flr,11/30/15,NULL,NULL,,Rochester,NY,14621,1623,Weekly,1/1/92,,40,26,N,I am not a protected veteran,,162342,,"2 year, 2 months",Active,11000,0,0,0
4309,,,Female,CNA 7th Flr,7/9/12,NULL,NULL,,Rochester,NY,14609,1627,Weekly,1/1/89,,20,22,N,,,162752,,"5 year, 7 months",Active,11000,0,0,0
4315,,,Female,C/O Waitstaff,11/9/15,NULL,NULL,,Rochester,NY,14611,4833,Weekly,1/1/93,,1,20,N,I am not a protected veteran,,482127,,"2 year, 3 months",Active,40000,0,0,0
4317,,,Female,C/R Waitstaff,12/6/16,NULL,NULL,,Webster,NY,14580,6840,Weekly,1/1/99,,20,20,N,I am not a protected veteran,,682127,,"1 year, 2 months",Active,60000,0,0,0
4320,,,Female,LPN SACC,7/22/13,NULL,NULL,,Rochester,NY,14621,2600,Weekly,1/1/70,,1,26,N,,,260404,,"4 year, 6 months",Active,20000,0,0,0
4329,,,Female,Cafeteria Srvc Asst,9/26/16,NULL,NULL,,Rochester,NY,14609,1827,Weekly,1/1/94,,20,20,N,I am not a protected veteran,,182475,,"1 year, 4 months",Active,11000,0,0,0
4334,,,Female,Safety Director Clinical Coordinator,4/15/02,3/13/15,NULL,,Webster,NY,14580,1900,Biweekly,1/1/65,,40,32,E,,,160503,80,"2 year, 11 months",Active,16050,0,0,0
4337,,,Male,Laundry Worker,4/14/08,NULL,NULL,,Rochester,NY,14613,1825,Weekly,1/1/89,,37.5,20,N,,,182507,,"9 year, 10 months",Active,11000,0,0,0
4340,,,Female,CNA 3rd Flr,3/6/17,NULL,NULL,,Rochester,NY,14609,1623,Weekly,1/1/96,,20,22,N,I am not a protected veteran,,162352,,"0 year, 11 months",Active,11000,0,0,0
